subd_id1	subd_id2	weight	color
407	379	0.614	Canary
183	379	0.603	Canary
170	379	0.614	Canary
502	379	0.614	Canary
410	379	0.614	Canary
112	379	0.614	Canary
488	379	0.614	Canary
181	543	0.383	Yellow
267	543	0.383	Yellow
27	543	0.383	Yellow
283	403	0.447	Yellow
271	403	0.459	Yellow
444	403	0.649	Yellow
496	403	0.452	Yellow
234	403	0.371	Yellow
281	403	0.478	Yellow
250	403	0.54	Yellow
265	403	0.402	Yellow
261	403	0.54	Yellow
492	403	0.554	Yellow
327	403	0.408	Yellow
511	403	0.411	Yellow
134	403	0.478	Yellow
290	403	0.518	Yellow
124	403	0.629	Yellow
403	536	0.431	Yellow
124	536	0.431	Yellow
403	145	0.487	Yellow
283	145	0.447	Yellow
536	145	0.431	Yellow
181	145	0.487	Yellow
250	246	0.383	Yellow
403	246	0.383	Yellow
246	431	0.383	Yellow
250	431	0.54	Yellow
181	431	0.522	Yellow
281	431	0.478	Yellow
543	431	0.383	Yellow
511	431	0.411	Yellow
403	431	0.634	Yellow
267	431	0.498	Yellow
261	431	0.54	Yellow
492	431	0.554	Yellow
403	198	0.494	Yellow
431	198	0.494	Yellow
492	198	0.494	Yellow
250	198	0.494	Yellow
246	198	0.383	Yellow
246	516	0.383	Yellow
198	516	0.398	Yellow
250	516	0.398	Yellow
198	220	0.494	Yellow
246	220	0.383	Yellow
431	220	0.506	Yellow
516	220	0.398	Yellow
403	220	0.506	Yellow
283	220	0.447	Yellow
488	182	0.593	Canary
410	182	0.593	Canary
407	182	0.593	Canary
170	182	0.593	Canary
420	182	0.593	Canary
220	314	0.452	Yellow
261	314	0.452	Yellow
181	314	0.452	Yellow
403	314	0.452	Yellow
198	527	0.4	Yellow
403	527	0.4	Yellow
536	527	0.4	Yellow
220	527	0.4	Yellow
234	527	0.371	Yellow
281	383	0.385	Yellow
267	383	0.385	Yellow
431	383	0.385	Yellow
492	383	0.385	Yellow
261	383	0.385	Yellow
516	434	0.398	Yellow
527	434	0.4	Yellow
198	434	0.494	Yellow
220	434	0.506	Yellow
403	434	0.552	Yellow
516	438	0.398	Yellow
403	438	0.586	Yellow
246	438	0.383	Yellow
527	438	0.4	Yellow
198	438	0.494	Yellow
220	438	0.506	Yellow
434	438	0.552	Yellow
438	388	0.396	Yellow
543	388	0.383	Yellow
27	388	0.396	Yellow
434	388	0.396	Yellow
220	388	0.396	Yellow
283	126	0.447	Yellow
536	126	0.431	Yellow
403	126	0.507	Yellow
314	126	0.452	Yellow
145	126	0.487	Yellow
145	58	0.487	Yellow
314	58	0.452	Yellow
126	58	0.507	Yellow
403	58	0.535	Yellow
527	58	0.4	Yellow
536	58	0.431	Yellow
183	334	0.507	Canary
182	334	0.507	Canary
126	171	0.445	Yellow
536	171	0.431	Yellow
58	171	0.445	Yellow
403	171	0.445	Yellow
27	360	0.344	Yellow
403	360	0.344	Yellow
58	105	0.522	Yellow
126	105	0.507	Yellow
403	105	0.522	Yellow
388	237	0.396	Yellow
434	237	0.436	Yellow
438	237	0.436	Yellow
383	259	0.385	Yellow
431	259	0.442	Yellow
259	79	0.442	Yellow
360	79	0.344	Yellow
27	79	0.606	Yellow
535	99	0.369	Yellow
536	411	0.431	Yellow
360	411	0.344	Yellow
438	411	0.586	Yellow
259	411	0.442	Yellow
403	411	0.864	Yellow
388	411	0.396	Yellow
79	411	0.606	Yellow
237	411	0.436	Yellow
259	513	0.442	Yellow
79	513	0.457	Yellow
411	513	0.457	Yellow
438	513	0.457	Yellow
403	123	0.495	Yellow
126	123	0.495	Yellow
105	123	0.495	Yellow
126	486	0.507	Yellow
403	486	0.535	Yellow
171	486	0.445	Yellow
105	486	0.522	Yellow
527	486	0.4	Yellow
123	486	0.495	Yellow
58	486	0.535	Yellow
259	95	0.442	Yellow
411	95	0.537	Yellow
79	95	0.537	Yellow
360	95	0.344	Yellow
513	95	0.457	Yellow
237	95	0.436	Yellow
334	122	0.507	Canary
334	381	0.507	Canary
122	381	0.566	Canary
