subd_id	term	tfraction
1	CELL_IMMORTALIZATION	0.267594
1	SIGNAL-TRANSDUCTION_PATHWAY	0.266667
1	MAPK	0.262673
1	ENDOPLASMIC-RETICULUM_STRESS	0.261307
1	N-TERMINAL_KINASE	0.260471
1	AUTOPHOSPHORYLATION	0.257304
1	2_MORPHOLINO_8_PHENYLCHROMONE	0.256873
1	CELL-SURVIVAL	0.256
1	INDUCED_CELL-DEATH	0.255072
1	BENZYLOXYCARBONYLLEUCYLLEUCYLLEUCINAL	0.253894
1	BENZYLOXYCARBONYLVALYLALANYLASPARTYL_FLUOROMETHYL_KETONE	0.25
1	CELL_CYCLE_G0_PHASE	0.249138
1	HYPOXIA_INDUCIBLE_FACTOR_1	0.247649
1	PROTEIN_BAD	0.240929
1	COLON_CARCINOMA	0.235294
1	CASPASE_INHIBITOR	0.233587
1	PROTEIN_C_JUN	0.22699
1	PROTEASOME_INHIBITOR	0.226532
1	APOPTOSIS_INHIBITOR	0.223765
1	PHOSPHATIDYLINOSITOL_3_KINASE_INHIBITOR	0.214133
1	HEAT-SHOCK_PROTEINS_90	0.211268
1	ENZYME_REPRESSION	0.191729
1	LACTACYSTIN	0.187364
1	STAUROSPORINE	0.184278
1	PROTEIN_SYNTHESIS_INHIBITION	0.150966
2	ACUTE_HEART_FAILURE_SYNDROME	1
2	ANTIARRHYTHMIC_AND_ARRHYTHMIA-INDUCING_AGENTS	1
2	FOCUSED_PERSPECTIVES	1
2	NERVOUS_SYSTEM,_AUTONOMIC	0.952381
2	NERVOUS_SYSTEM,_SYMPATHETIC	0.934426
2	DEATH,_SUDDEN	0.928571
2	RECEPTORS,_ADRENERGIC,_BETA	0.921569
2	HEART-ASSIST_DEVICE	0.892857
2	FRACTIONAL_FLOW_RESERVE	0.888889
2	AHA_SCIENTIFIC_STATEMENTS	0.877193
2	ANTIARRHYTHMIA_AGENTS	0.861111
2	CONSERVATIVE_STRATEGIES	0.825
2	ANGIOGRAPHIC_MORPHOLOGY	0.818182
2	PREINFARCTION_ANGINA	0.78125
2	ARTERY_PATENCY	0.777778
2	TIMI_FRAME_COUNT	0.765957
2	INTRAVENOUS_THROMBOLYTIC_THERAPY	0.75
2	GUSTO-I_TRIAL	0.74359
2	TIMI_RISK_SCORE	0.73913
2	ST-SEGMENT-ELEVATION	0.727273
2	TRANSPOSITION_OF_GREAT_VESSELS	0.727273
2	PRIMARY_ANGIOPLASTY	0.723684
2	IMMEDIATE_ANGIOPLASTY	0.716418
2	PRIMARY_CORONARY_ANGIOPLASTY	0.714286
2	STRONG_PREDICTOR	0.714286
2	COMMUNITY-WIDE_PERSPECTIVE	0.709677
2	EARLY_REVASCULARIZATION	0.707692
2	SEGMENT_ELEVATION	0.696429
2	CORONARY_ARTERY_ECTASIA	0.695652
2	EARLY_RISK_STRATIFICATION	0.689655
2	ST-ELEVATION	0.6875
2	GLYCOPROTEIN_IIB/IIIA_RECEPTOR	0.666667
2	PULMONARY_VALVE_ATRESIA	0.666667
2	PECTORIS	0.664671
2	GLYCOPROTEIN_IIB/IIIA_INHIBITION	0.660714
2	REVASCULARIZATION_INVESTIGATION_BARI	0.65625
2	CIBENZOLINE	0.653846
2	ARTERY_STENOSES	0.648148
2	HYPERTENSION,_PULMONARY	0.641791
2	PULMONARY_HEART_DISEASE	0.636364
2	HEART_REINFARCTION	0.627119
2	COMPENSATORY_ENLARGEMENT	0.625
2	HEART_DISEASES	0.625
2	REFRACTORY_UNSTABLE_ANGINA	0.611111
2	STABLE_ANGINA	0.609626
2	RESCUE_ANGIOPLASTY	0.606061
2	VARIANT_ANGINA_PECTORIS	0.595238
2	3_[3_[[(4,5_DIMETHOXYBENZOCYCLOBUTAN_1_YL)METHYL]METHYLAMINO]PROPYL]_1,3,4,5_TETRAHYDRO_7,8_DIMETHOXY_2H_BENZAZEPIN_2_ONE	0.583333
2	CHRONIC_STABLE_ANGINA	0.583333
2	ST_SEGMENT_ELEVATION	0.568733
2	CORONARY_DISEASE	0.560825
2	NEOINTIMAL_PROLIFERATION	0.55814
2	ELUTING_STENT	0.55
2	GROWTH_SUBSTANCES	0.548387
2	Q_WAVE	0.548177
2	CARDIOLOGIST	0.545455
2	NATIONAL_REGISTRY	0.542553
2	VENTRICLES	0.539007
2	ANGINA	0.5386
2	ARTERY_SPASM	0.534884
2	CORONARY_ARTERY_COLLATERAL_CIRCULATION	0.532895
2	DIASTOLIC_HEART_FAILURE	0.529412
2	STRESS_ECHOCARDIOGRAPHY	0.52847
2	UNSTABLE_ANGINA	0.527619
2	ANGIOGRAPHIC_RESTENOSIS	0.526316
2	ANGINA,_UNSTABLE	0.525862
2	MICROVASCULAR_OBSTRUCTION	0.525
2	STABLE_ANGINA_PECTORIS	0.52394
2	IIB/IIIA_RECEPTOR_BLOCKADE	0.52381
2	IN-STENT_RESTENOSIS	0.517949
2	ABT_578	0.515625
2	MYOCARDIAL_CONTRACTION	0.507692
2	PRACTICE_GUIDELINES_COMMITTEE	0.502041
2	CORONARY_RESTENOSIS	0.499286
2	ANGINA_PECTORIS,_VARIANT	0.49505
2	ST_SEGMENT_DEPRESSION	0.493697
2	EXERCISE_ELECTROCARDIOGRAPHY	0.475676
2	INTRAVASCULAR_ULTRASOUND	0.473863
2	MYOCARDIAL_REVASCULARIZATION	0.465902
2	CARDIOMYOPATHY,_HYPERTROPHIC	0.46384
2	CORONARY_STENOSIS	0.461749
2	STABLE_ANGINA-PECTORIS	0.45
2	CORONARY_REPERFUSION	0.447964
2	ARTERY-DISEASE	0.445407
2	ACUTE_MYOCARDIAL_INFARCTION	0.445277
2	CARDIOMYOPATHY,_RESTRICTIVE	0.441176
2	TASK-FORCE	0.440111
2	FUTURE_MYOCARDIAL-INFARCTION	0.431373
2	ACUTE_CORONARY_SYNDROME	0.431034
2	HEART_DEATH	0.429181
2	CORONARY_ARTERY_DILATATION	0.427333
2	CORONARY_ARTERY_SPASM	0.427002
2	ANGINA-PECTORIS	0.42562
2	COLLATERAL_CIRCULATION	0.424051
2	CORONARY_VASOSPASM	0.422969
2	STATIN_THERAPY	0.41844
2	THROMBOLYTIC_THERAPY	0.413403
2	MYOCARDIAL_REPERFUSION	0.412409
2	GLUCOSE-INSULIN-POTASSIUM	0.410256
2	ELECTRON_BEAM_TOMOGRAPHY	0.408054
2	BYPASS_SURGERY	0.4
2	ERGOMETRINE_MALEATE	0.4
2	HYPERTROPHIC_CARDIOMYOPATHY	0.397583
2	PRINZMETAL_ANGINA_PECTORIS	0.396226
2	ACUTE_CORONARY_SYNDROMES	0.396011
2	HEART_LEFT_VENTRICLE_FAILURE	0.394904
2	VENTRICULAR_DYSFUNCTION	0.394636
2	ARTERY_DISEASE	0.392857
2	ENDOMYOCARDIAL_FIBROSIS	0.38843
2	CONGESTIVE_CARDIOMYOPATHY	0.387352
2	ISCHEMIC_HEART_DISEASE	0.386525
2	DEATH,_SUDDEN,_CARDIAC	0.382511
2	POSTPERICARDIOTOMY_SYNDROME	0.380952
2	DRESSLER_SYNDROME	0.38
2	ACUTE_HEART_FAILURE	0.379061
2	FREQUENCY-DOMAIN_MEASURES	0.377358
2	TIROFIBAN	0.372258
2	HEART_AMYLOIDOSIS	0.37013
2	PAROXYSMAL_DYSPNEA	0.368421
2	DEFIBRILLATORS,_IMPLANTABLE	0.367764
2	VENTRICULAR_REMODELING	0.360634
2	FLOW-MEDIATED_VASODILATION	0.357664
2	PERICARDITIS,_TUBERCULOUS	0.357143
2	CORONARY_RISK	0.354483
2	PLASMA_NOREPINEPHRINE	0.353293
2	TACHYCARDIA,_VENTRICULAR	0.352098
2	CARDIOGENIC_SHOCK	0.344371
2	CREATINE_KINASE,_MB_FORM	0.344262
2	LONG-TERM_MORTALITY	0.343284
2	ANTIANGINA_PECTORIS_AGENT	0.340136
2	PRAVASTATIN	0.340017
2	BRAIN_NATRIURETIC_PEPTIDE	0.339207
2	BEAM_COMPUTED-TOMOGRAPHY	0.334337
2	CORONARY-ARTERY_SPASM	0.333333
2	ENDOTHELIUM-DEPENDENT_DILATION	0.333333
2	CARDIAC_PACING,_ARTIFICIAL	0.333135
2	HEART_VENTRICLE_FUNCTION	0.332099
2	TROPONIN_T	0.32888
2	CHRONIC_HEART-FAILURE	0.327957
2	ENDOCARDIAL_DISEASE	0.326923
2	CARVEDILOL	0.326406
2	CARDIAC_VOLUME	0.324561
2	CORONARY-ARTERY-DISEASE	0.324397
2	HEART_VENTRICLE_COMPLIANCE	0.323944
2	TOLVAPTAN	0.323944
2	TRIMETAZIDINE	0.323263
2	DIGITALIS	0.322917
2	PROGNOSTIC_IMPLICATIONS	0.32197
2	HEART_MUSCLE_NECROSIS	0.319661
2	DIAGNOSTIC_TECHNIQUES,_CARDIOVASCULAR	0.318386
2	VIRAL_MYOCARDITIS	0.3125
2	CARDIAC_OUTPUT,_LOW	0.301846
2	BISOPROLOL	0.294358
2	CORONARY_ARTERY_BYPASS_SURGERY	0.292876
2	PACEMAKER,_ARTIFICIAL	0.278575
2	STREPTOKINASE	0.277249
2	ARTERY_CALCIFICATION	0.276025
2	NATRIURETIC-PEPTIDE	0.273504
2	TROPONIN	0.2723
2	NICORANDIL	0.267504
2	BRACHIAL-ARTERY	0.26738
2	STATINE_DERIVATIVE	0.267033
2	STATINE	0.265823
2	CARDIOVASCULAR_SYSTEM_EXAMINATION	0.247273
2	MYOCARDIAL_DISEASE	0.24356
2	CARDIOVASCULAR_AGENTS	0.243546
2	HEART_MUSCLE_INJURY	0.241839
2	TRAPIDIL	0.2375
2	HEART_VALVE_PROSTHESIS_IMPLANTATION	0.236952
2	MYOCARDITIS	0.231674
2	VIRUS_MYOCARDITIS	0.221154
2	NITROGLYCERIN	0.216346
2	ISOSORBIDE_DINITRATE	0.201536
2	INTERLEUKINS	0.185315
2	PERICARDITIS	0.163017
3	ATTRIBUTES_REDUCTION	1
3	BIOCYBERNETICS	1
3	JAVA_TECHNOLOGY_AND_APPLICATIONS	1
3	LOCAL_PATTERNS	1
3	SONOGRAM_OUTPUTS	1
3	WEB_AND_INTERNET_SYSTEM_AND_TOOLS	1
3	CYBERNETICS	0.925926
3	FREQUENT_PATTERN	0.875
3	PARAMODULATION	0.875
3	SYSTEMS_MODELING_AND_CONTROL	0.875
3	COGNITIVE_SYSTEMS_ENGINEERING	0.857143
3	ANSWER_SET_PROGRAMMING_(ASP)	0.846154
3	KNOWLEDGE_DISCOVERY_AND_DATA_MINING	0.846154
3	FREQUENT_PATTERN_DISCOVERY	0.833333
3	MINING_METHODS_AND_ALGORITHMS	0.833333
3	TECHNOLOGICAL_DEVELOPMENTS	0.833333
3	EMBODIED_CONVERSATIONAL_AGENTS_(ECA)	0.785714
3	CLINICAL_GUIDELINES	0.75
3	WEB_USAGE_MINING	0.722222
3	FORMAL_CONCEPT_ANALYSIS_(FCA)	0.717391
3	CONTINUOUS_ATTRIBUTES	0.714286
3	FREQUENT_PATTERN_TREE	0.714286
3	FREQUENT_ITEMSETS	0.709677
3	TRANSFER_CONTROL_PROTOCOL	0.7
3	ABSTRACT_STATE_MACHINES	0.666667
3	APRIORI	0.666667
3	DEPLOYABLE_STRUCTURE	0.666667
3	DISK_ALLOCATION	0.666667
3	MEDICAL_KNOWLEDGE	0.666667
3	MENTAL_ANIMATION	0.666667
3	ON_DEMAND_ROUTING	0.666667
3	UBIQUITOUS_INFORMATION_SOCIETY	0.666667
3	UNIVERSAL_LOGIC	0.666667
3	VAGUE_SET	0.636364
3	DOPPLER_SIGNAL	0.625
3	INTELLIGENT_INSTRUMENT	0.625
3	K-MEANS_ALGORITHMS	0.625
3	PARALLEL_CORPORA	0.625
3	QUESTION_ANSWERING_SYSTEM	0.625
3	STATISTICAL_LEARNING_THEORY_(SLT)	0.625
3	KNOWLEDGE_MODELING	0.615385
3	VECTOR_SPACE_MODEL_(VSM)	0.611111
3	SPATIAL_OBJECTS	0.6
3	DATA_MINING_ALGORITHM	0.571429
3	DURATION_CALCULUS	0.571429
3	GRANULAR_COMPUTING	0.571429
3	SIMILARITY_DEGREE	0.571429
3	SMIL	0.571429
3	TIME_DELAY_IDENTIFICATION	0.571429
3	CHINESE_INFORMATION_PROCESSING	0.555556
3	DECISION_TABLE	0.555556
3	INDISCERNIBILITY_RELATION	0.555556
3	KNOWLEDGE_MODEL	0.555556
3	VIDEO_CODING	0.555556
3	INITIAL_ALIGNMENT	0.545455
3	MULTIMEDIA_PRESENTATION	0.545455
3	REAL_TIME_DATABASE	0.545455
3	ROUGH_MEREOLOGY	0.545455
3	ECOLOGICAL_INTERFACE_DESIGN	0.538462
3	PATTERN_MINING	0.521739
3	AIR_TRAFFIC_FLOW_MANAGEMENT	0.5
3	ARTIFICIAL_IMMUNE	0.5
3	BASIS_FUNCTION_NETS	0.5
3	ELECTRONIC_EXPANSION_VALVE	0.5
3	ENTERPRISE_MODEL	0.5
3	FEATURE_REPRESENTATION	0.5
3	GENERAL_SYSTEMS	0.5
3	JOIN_TREES	0.5
3	MULTI-AGENT_SYSTEMS_(MAS)	0.5
3	MULTIMEDIA_COMMUNICATION_SYSTEMS	0.5
3	TENNESSEE_EASTMAN_PROCESS	0.5
3	WIRELESS_ASYNCHRONOUS_TRANSFER_MODE_(WATM)	0.5
3	ASSOCIATION_RULE	0.480769
3	SPEECH_SIGNAL_PROCESSING	0.470588
3	FUZZY_COGNITIVE_MAPS	0.461538
3	MEDICAL_DATA	0.448276
3	MACHINE_LEARNING	0.444444
3	SERVICE_ORIENTED_ARCHITECTURE	0.444444
3	TRADITIONAL_CHINESE_MEDICINE_(TCM)	0.444444
3	PATTERN_CLASSIFICATION	0.4375
3	ATOMIC_BROADCAST	0.428571
3	FAST_WAVELET_TRANSFORM	0.428571
3	INTERESTINGNESS	0.428571
3	JOINT_PROBABILITY	0.428571
3	KEYS_(FOR_LOCKS)	0.428571
3	MARINE_NAVIGATION	0.428571
3	MINIMUM_MESSAGE_LENGTH	0.428571
3	VISUAL_EFFECT	0.428571
3	APPROXIMATION_CONCEPTS	0.4
3	BANKRUPTCY_PREDICTION	0.4
3	HUMAN_MODEL	0.4
3	HYDRATION_HEAT	0.4
3	SURFACE_OPERATIONS	0.4
3	ELECTRONIC_SERVICES	0.391304
3	LOCAL_SEARCHING	0.375
3	MEAN_FIELD_ANNEALING	0.375
3	MLP	0.375
3	MOBILE_HOST	0.363636
3	SIPHONS	0.363636
3	ENERGETIC	0.333333
3	HUMAN_BEINGS	0.333333
3	INTELLIGENT_AGENT	0.333333
3	ONLINE_TRAINING	0.333333
3	SIGNAL_CLASSIFICATION	0.333333
3	UNSUPERVISED_NEURAL_NETWORKS	0.333333
3	EXPERT_SYSTEMS	0.316742
3	DISTRIBUTED_REPRESENTATIONS	0.315789
3	DECISION_TREE	0.31383
3	INFLUENCE_DIAGRAMS	0.3125
3	ENCRYPTION	0.307692
3	SOCIAL_SYSTEMS	0.304348
3	DCF	0.3
3	ROUGH_SETS	0.290123
3	KNOWLEDGE_ACQUISITION	0.287582
3	3RD-MILLENNIUM	0.285714
3	BANDWIDTH_CONSTRAINT	0.285714
3	BOUNDARY-ELEMENTS_METHODS	0.285714
3	HARDWARE_STRUCTURE	0.285714
3	INTERNAL_CONTROLS	0.285714
3	MULTISENSOR_TRACKING	0.285714
3	UNCERTAINTY_MANAGEMENT	0.285714
3	BACKPROPAGATION_NEURAL_NETWORK	0.28125
3	GREY_SYSTEM	0.28
3	MOTION_MODEL	0.272727
3	BODY_SURFACE_MAPPING	0.25
3	INTERACTIVE_DATA_LANGUAGE_(IDL)	0.25
3	MARS_EXPLORATION_ROVERS	0.25
3	SONOGRAM	0.25
3	VESSEL_WALLS	0.25
3	ROUGH_SET	0.24
3	TEMPORAL_SYNCHRONY	0.235294
3	ADAPTIVE	0.227273
3	CONFLICT_OF_INTERESTS	0.222222
3	PERFUSION_QUANTIFICATION	0.222222
3	JAVASCRIPT	0.2
3	COOPERATIVE_SYSTEMS	0.181818
3	DETECTION_SYSTEMS	0.181818
3	BAYESIAN_NETWORK	0.176471
3	EEG_ANALYSIS	0.133333
3	DECISION_RULES	0.107843
3	VENTILATED_PATIENTS	0.107143
3	COMPUTER_PROGRAM	0.106061
3	L	0.1
3	PROTEIN_SEQUENCE_ANALYSIS	0.1
3	SNIFFING	0.1
3	HEPATOLOGY	0.0909091
3	NEGATIVE-PRESSURE_VENTILATION	0.0909091
3	ARTERIAL_SYSTEM	0.0833333
3	LIVING_SYSTEMS	0.0833333
3	MUSCLE_PHYSIOLOGY	0.0833333
3	NEUTRAL-KAON_SYSTEM	0.0833333
3	TRANSJUGULAR_INTRAHEPATIC_PORTOSYSTEMIC_SHUNT	0.08
3	MEAN_ARTERIAL_BLOOD_PRESSURE	0.0769231
3	SIMILARITY_INDEX	0.0769231
3	DATA_REDUCTION	0.0733945
3	ARG	0.0714286
3	TETRAD	0.0714286
3	VOLTAGE-GATED_ION_CHANNELS	0.0714286
3	SEARCH_COIL	0.0666667
3	CLUSTER_ALGORITHM	0.0588235
3	SSA	0.0588235
3	ACTIVATED_CALCIUM_CHANNELS	0.0555556
3	DISTANCE_CONSTRAINTS	0.0555556
3	MEAN-FIELD_APPROACH	0.0526316
3	N_=_1	0.047619
3	NEURAL-CONTROL	0.0454545
3	CA2+_REGULATION	0.0434783
3	PROTEIN_RECOGNITION	0.04
3	PROTEIN_TOPOLOGY	0.04
3	CNS_WHITE-MATTER	0.0333333
3	HEK-293_CELLS	0.0222222
4	MOLECULAR_REPLACEMENT	0.85625
4	MOLSCRIPT	0.830769
4	FOLDING_INTERMEDIATE	0.810811
4	PROTEIN_STRUCTURE_PREDICTION	0.8
4	PROTEIN_MODELS	0.793478
4	ELECTRON-DENSITY_MAPS	0.791822
4	HYDROPHOBIC_CORE	0.779661
4	FOLDING_KINETICS	0.76
4	APOENZYMES	0.726708
4	CHYMOTRYPSIN_INHIBITOR-2	0.724771
4	CONTACT_ORDER	0.722222
4	DENATURED_STATE	0.710345
4	PROTEIN_DESIGN	0.687831
4	BACKBONE_DYNAMICS	0.685976
4	STAPHYLOCOCCAL_NUCLEASE	0.677536
4	FOLDING_PATHWAY	0.677419
4	PROTEIN_STRUCTURES	0.677346
4	MOLTEN_GLOBULE	0.663121
4	ANILINO_NAPHTHALENESULFONATES	0.642857
4	PROTEIN_FOLDING	0.639523
4	T4_LYSOZYME	0.639456
4	HYDROGEN-EXCHANGE	0.635036
4	MOLTEN_GLOBULE_STATE	0.629371
4	AMYLOID_FIBRILS	0.626087
4	MODEL-FREE_APPROACH	0.62605
4	PROTEIN_STABILITY	0.622378
4	STRUCTURAL_HOMOLOGY,_PROTEIN	0.609412
4	ALPHA-HELICES	0.608108
4	QUATERNARY_STRUCTURE	0.606195
4	SUBSTRATE-BINDING	0.6
4	PROTEIN_ENGINEERING	0.592857
4	PROTEIN_RENATURATION	0.592233
4	ENZYME_CONFORMATION	0.589366
4	KINETIC_MECHANISM	0.584112
4	RIBONUCLEASE-A	0.582677
4	FLAVIN_MONONUCLEOTIDE	0.581395
4	PROTEIN_STRUCTURE,_QUATERNARY	0.568367
4	ALLOSTERIC_SITE	0.564179
4	ANALYTICAL_ULTRACENTRIFUGATION	0.555556
4	CATALYTIC_MECHANISM	0.552459
4	NMR_STRUCTURE	0.551495
4	THERMOTOGA_MARITIMA	0.544586
4	FLAVIN-ADENINE_DINUCLEOTIDE	0.539157
4	PANCREATIC_TRYPSIN-INHIBITOR	0.538117
4	THERMUS_THERMOPHILUS	0.533719
4	TRIOSEPHOSPHATE_ISOMERASE	0.525424
4	LIMITED_PROTEOLYSIS	0.524691
4	BETA_SHEET	0.522956
4	8_ANILINO_1_NAPHTHALENESULFONIC_ACID	0.522901
4	BETA-SHEET	0.52093
4	DIRECTED_MUTAGENESIS	0.512111
4	MEMBRANE_PROTEIN	0.508009
4	FLAVIN	0.5
4	GUANIDINE_HYDROCHLORIDE	0.496241
4	APOPROTEINS	0.495726
4	PARACOCCUS_DENITRIFICANS	0.494253
4	TRANSFER-RNA-SYNTHETASE	0.487903
4	PYROCOCCUS_FURIOSUS	0.487013
4	FERREDOXINS	0.483271
4	HOLOENZYMES	0.482759
4	CIRCULAR-DICHROISM_SPECTRA	0.47929
4	PROTEIN_QUATERNARY_STRUCTURE	0.478824
4	PHOTOSYNTHETIC_REACTION_CENTER,_BACTERIAL	0.473389
4	ALPHA-HELIX	0.47076
4	PYROCOCCUS	0.468421
4	ENZYME_SUBSTRATE_COMPLEX	0.46732
4	PROTEIN-DNA_INTERACTIONS	0.46281
4	THERMOTOGA-MARITIMA	0.462687
4	3-DIMENSIONAL_STRUCTURE	0.461962
4	ISOTHERMAL_TITRATION_CALORIMETRY	0.461929
4	GROEL	0.459016
4	THERMUS-THERMOPHILUS	0.452962
4	CRYOELECTRON_MICROSCOPY	0.448529
4	CONFORMATIONAL_CHANGE	0.447917
4	ACYL_CARRIER_PROTEIN	0.437811
4	ACTIVE_SITE	0.436364
4	NUCLEIC_ACID_HETERODUPLEXES	0.429561
4	ARCHAEAL_PROTEINS	0.424165
